redshift,mag
0.0,0
0.5,0.0006273785885673689
1.0,0.0006706912835047768
1.5,0.0009596294838740166
2.0,0.0013309240054738237
2.5,0.0018132638309934577
3.0,0.00242442853203693
3.5,0.0030067622036318927
4.0,0.003649181682675134
4.5,0.0040791865070167925
5.0,0.004744531143440426
