#redshift mobs=mB+col2+col3*c
redshift,c2,c3
-0.000100,0.020980,-1.481923
0.000100,0.020980,-1.481923
0.100100,-0.143305,-1.121500
0.200100,-0.196264,-0.733879
0.300100,-0.341436,-0.372703
0.400100,-0.508790,-0.052544
0.500100,-0.517529,0.226105
0.600100,-0.480746,0.562208
0.700100,-0.211480,1.028595
0.800100,0.031219,1.631225
0.900100,0.276411,2.333168
1.000100,0.620989,3.272208
