#redshift mobs=mB+col2+col3*c
redshift,c2,c3
0.000100,-0.018512,-1.554643
0.100100,-0.249697,-1.259440
0.200100,-0.361235,-0.939033
0.300100,-0.509640,-0.581336
0.400100,-0.635076,-0.251013
0.500100,-0.703270,0.034995
0.600100,-0.662577,0.322762
0.700100,-0.569557,0.648356
0.800100,-0.401657,1.022791
0.900100,-0.204587,1.501149
1.000100,0.023347,2.077646
