#redshift mobs=mB+col2+col3*c
redshift,c2,c3
0.500100,-0.434490,-1.361628
0.600100,-0.556161,-1.101699
0.700100,-0.601493,-0.790143
0.800100,-0.592976,-0.551052
0.900100,-0.800777,-0.297965
1.000100,-0.873966,-0.125531
1.100100,-0.945752,0.112758
1.200100,-1.120745,0.319684
1.300100,-0.791149,0.535242
1.400100,-0.567912,0.948580
1.500100,-0.613345,1.301077
1.600100,-0.375617,1.703081
1.700100,-0.056813,2.308667
1.800100,0.100720,2.969007
