#redshift mobs=mB+col2+col3*c
redshift,c2,c3
0.000100,0.675812,-1.937988
0.100100,0.270233,-1.753637
0.200100,-0.071454,-1.584110
0.300100,-0.298652,-1.331385
0.400100,-0.431100,-1.021352
0.500100,-0.426137,-0.710042
0.600100,-0.580516,-0.404775
0.700100,-0.655327,-0.151831
0.800100,-0.819796,0.091141
0.900100,-0.726130,0.309834
1.000100,-0.690862,0.608547
1.100100,-0.485303,0.983962
1.200100,-0.237700,1.449291
